LON,LAT,EDO,CLAVE,ESTACION,01/07/21
-107.482778,28.481667,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",99.51
-107.255556,28.771667,CHIH,BACCH,"BachÌniva, Chih.",158.00
-108.209167,28.198889,CHIH,BASCH,"Basaseachi, Chih. SMN*",83.90
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",113.50
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",224.31
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",165.00
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",189.53
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",68.45
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",126.02
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad CuauhtÈmoc, Chih. SMN*",82.80
-108.535556,27.392222,CHIH,CHICH,"ChÌnipas, Chih. SMN*",173.97
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",61.40
-106.770556,26.229444,CHIH,CHNCH,"Chinat˙, Chih. SMN*",192.26
-106.167778,28.570556,CHIH,CHUCH,"Chihuahua, Chih.",95.51
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",43.00
-105.381667,27.410278,CHIH,CL2CH,"Colina hidromÈtrica, Chih.",60.50
-105.382222,27.576389,CHIH,CLNCH,"Ing. Andrew Weiss, Chih.",57.50
-108.541667,27.416667,CHIH,CNDCH,"ChÌnipas, Chih.",204.05
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",13.75
-106.353889,26.949722,CHIH,CONCHOSob,"Observatorio de Conchos, Chih. SMN*",67.20
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",117.70
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",160.20
-106.119444,28.614722,CHIH,ERECH,"El RejÛn, Chih.",105.51
-105.628889,28.166111,CHIH,FIMCH,"Francisco I. Madero, Chih.",16.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",101.40
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",315.21
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",271.00
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",53.80
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",70.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",45.61
-105.28,28.984444,CHIH,LLNCH,"Ing. Luis L. LeÛn, Chih.",51.02
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",120.60
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",37.00
-105.254167,26.546389,CHIH,PAGCH,"Pico del ¡guila, Chih.",105.68
-104.74,29.5,CHIH,PEGUIS,"Peguis, Chih. SGT*",20.25
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",138.22
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",105.51
-107.973333,26.9425,CHIH,TBRSI,"San Francisco, Chih.",197.71
-107.85,28.95,CHIH,TMCCH,"Observatorio de TemÛsachic, Chih.",146.31
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",172.00
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",358.40
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",153.18
-105.773333,27.99,CHIH,VILLALBA,"Villalba, Chih. SGT*",44.25
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",41.01
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",85.00
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",154.50
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",144.20
-93.15,16.641944,CHIS,BOQCP,"BoquerÛn, Chis.",111.10
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",406.30
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",63.00
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",67.60
-91.710278,16.383056,CHIS,CHAYABE,"Finca ChayabÈ, Chis. SGT*",346.20
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",165.60
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",93.40
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",150.80
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comit·n, Chis. SMN*",91.30
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",93.30
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",69.71
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",277.30
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",453.50
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",58.80
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",390.00
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",242.40
-92.829444,17.373056,CHIS,ESCALONCP,"El EscalÛn SGT, Chis.",162.70
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",511.90
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla, Chis. SMN*",365.20
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",304.80
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",83.70
-92.402778,14.997222,CHIS,HUECP,"Huehuet·n, Chis.",444.50
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",454.20
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",194.54
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",274.60
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",256.00
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",65.00
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",158.60
-93.598889,17.178611,CHIS,MALCP,"NezahualcÛyotl, Chis.",183.00
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",437.70
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",103.60
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",95.60
-93.861944,16.055278,CHIS,PAREDONmar,"ParedÛn, Chis. SEMAR*",79.39
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",66.30
-93.458611,17.446111,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",242.30
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",317.00
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",38.80
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",143.30
-93.079167,16.158333,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",220.90
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",202.10
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",309.80
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",31.90
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",44.40
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",128.40
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",160.40
-93.55,17.35,CHIS,SITALA,"Sitala, Chis. SGT*",118.20
-93.085,17.561111,CHIS,SJOCP,"San JoaquÌn, Chis.",126.40
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",124.80
-92.820833,16.938889,CHIS,SNACP,"Santa MarÌa, Chis.",78.30
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",600.10
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",276.80
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",159.60
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",109.10
-93.147222,16.762778,CHIS,TUXTLAGTZob,"Observatorio de Tuxtla GutiÈrrez, Chis. SMN*",78.00
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",105.00
-93.330556,17.116667,CHIS,YAMCP,"YamonhÛ, Chis.",109.40
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",128.03
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",82.00
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",52.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",110.00
-102.064444,26.983333,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",103.01
-100.950278,29.327778,COAH,CDACL,"Ciudad AcuÒa, Coah.",139.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",69.50
-102.037778,26.990278,COAH,CUATROCIENEGAS,"Cuatro CiÈnegas, Coah. SMN*",47.20
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",44.14
-100.920833,25.436111,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",101.30
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",59.30
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",16.13
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",27.20
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",141.00
-100.556944,28.667778,COAH,RIOESCONDIDOC,"RÌo Escondido Villa De Fuentes, Coah. CILA*",97.00
-100.634444,28.898611,COAH,RioSanRodrigoC,"RÌo San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",92.75
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",104.82
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",106.00
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",67.00
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",55.50
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",41.51
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",20.45
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",110.52
-103.45,25.541667,COAH,TORCL,"Observatorio de TorreÛn, Coah.",60.30
-100.95,27.519444,COAH,VCARRANZA,"Venustiano Carranza, Coah. SMN*",29.60
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",37.02
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",249.50
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",181.81
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",314.71
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",204.94
-103.804167,19.2125,COL,CQMCM,"Coquimatl·n, Col.",57.63
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",72.84
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",10.92
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",36.20
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",193.82
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",134.21
-104.297778,19.069167,COL,MANZANILLOmar,"Manzanillo, Col. SEMAR*",117.03
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",110.80
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",119.43
-103.8125,19.3275,COL,PNTCM,"PeÒitas, Col.",191.00
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",112.71
-103.867778,18.911667,COL,TCMCM,"Tecom·n, Col.",62.53
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",202.02
-99.329444,19.3225,DF,ACOPILCO,"Acopilco, Cd. de MÈx. UNAM*",225.28
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de MÈx.",113.28
-99.188889,19.214722,DF,AJUSCO,"Ajusco, Cd. de MÈx. UNAM*",142.08
-99.174167,19.240833,DF,AMC,"Academia Mexicana de Ciencias, Cd. de MÈx. UNAM*",91.11
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de MÈx. UNAM*",129.63
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",113.86
-99.171667,19.453333,DF,CBIOLOGIPN,"Eescuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. OCAVM*",111.40
-99.176111,19.326111,DF,CCA,"Centro de Ciencias de la AtmÛsfera, Cd. de MÈx UNAM*",234.40
-99.059722,19.383889,DF,CCHOTE,"CCH Oriente, Cd. de MÈx. UNAM*",97.11
-99.140833,19.483333,DF,CCHVALLEJO,"CCH Vallejo, Cd. de MÈx. UNAM*",141.09
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de MÈx.",161.78
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",102.88
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",15.49
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",164.04
-99.196111,19.311667,DF,CENAPRED,"Centro de Ciencias de la AtmÛsfera CENAPRED, Cd. de MÈx SMN*",222.80
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",150.64
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",169.67
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",247.13
-99.134722,19.287778,DF,COAPA,"Coapa, Cd. de MÈx. UNAM*",92.73
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de MÈx SGT*",178.45
-99.247222,19.306389,DF,CONTRERAS,"Contreras, Cd. de MÈx. UNAM*",212.30
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",150.81
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de MÈx.",67.31
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de MÈx. UNAM*",228.65
-99.097222,19.193611,DF,CUAUHTENCO,"Cuauhtenco, Cd. de MÈx. UNAM*",83.63
-99.104722,19.282778,DF,CUEMANCO,"Cuemanco, Cd. de MÈx. UNAM*",109.54
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",85.33
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",72.20
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",246.47
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",102.62
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",249.40
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",123.17
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de MÈx. SMN*",231.00
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",226.07
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",97.50
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",222.60
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",178.98
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",119.00
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",119.61
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de MÈx. UNAM*",157.21
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx.",48.25
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",84.08
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",182.13
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",129.27
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",105.31
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de MÈx. UNAM*",91.13
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",69.69
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",68.33
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de MÈx.",106.92
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",88.57
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",90.74
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",85.87
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",86.10
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",53.57
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",70.62
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",76.22
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",114.79
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",132.81
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",141.46
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",130.05
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",167.85
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",54.87
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",80.00
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",77.46
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",44.95
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",102.88
-99.196111,19.403333,DF,PREPA4,"Prepa 4, Cd. de MÈx. UNAM*",144.76
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",222.51
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",140.44
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",24.62
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",175.50
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",78.24
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",228.09
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",81.77
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",188.72
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",206.24
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",44.46
-99.136944,19.425,DF,SACMEX,"Sistema de Aguas, Cd. de MÈx. UNAM*",93.98
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",191.72
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",230.41
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",74.68
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",24.38
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",106.46
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",9.89
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",19.79
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",190.10
-99.196389,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de MÈx. SMN*",156.00
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",182.24
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",183.88
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",227.59
